"Street Address","Suburb","State","Postcode","Property Type","Bed","Bath","Car","Land Size (m²)","Floor Size (m²)","Year Built","Sale Price","Sale Date","Sale Type","Agency","Land Use","Development Zone","Parcel Details","Owner Type","Open in RPData"
"34 CRESSWELL CRESCENT ","MITCHAM","VIC","3132","House: Standard","4","2","2","608","124","-","$1,101,000","07 Jul 2021","-","Jellis Craig Whitehorse","Detached Dwelling","Neighbourhood Residential Zone - Schedule 4","140/LP26190","Owner Occupied","https://rpp.corelogic.com.au/property/34-cresswell-crescent-mitcham-vic-3132/11849247"
"44 MADISON BOULEVARD ","MITCHAM","VIC","3132","Unit: Townhouse/Villa","3","2","1","197","145","2000","$926,000","07 Jul 2021","-","Philip Webb - Doncaster East","OYO Subdivided Dwelling","Neighbourhood Residential Zone - Schedule 3","51/PS449279","Rented","https://rpp.corelogic.com.au/property/44-madison-boulevard-mitcham-vic-3132/11853617"
"53 ALWYN STREET ","MITCHAM","VIC","3132","House","4","5","1","690","394","2019","$2,950,000","05 Jul 2021","-","Cody First National Real Estate","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","21/LP17899","Owner Occupied","https://rpp.corelogic.com.au/property/53-alwyn-street-mitcham-vic-3132/11846471"
"51 COCHRANE STREET ","MITCHAM","VIC","3132","House: One Storey / Lowset","4","2","3","919","102","-","$1,206,000","03 Jul 2021","-","Noel Jones Box Hill","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","18/LP42298","Rented","https://rpp.corelogic.com.au/property/51-cochrane-street-mitcham-vic-3132/11848592"
"2 GIBSON STREET ","MITCHAM","VIC","3132","House: One Storey / Lowset","3","2","1","604","121","1950","$0","03 Jul 2021","Nils And Wills","FLETCHER AND PARKER CANTERBURY","Detached Dwelling (existing)","Neighbourhood Residential Zone - Schedule 3","32/LP28067","Rented","https://rpp.corelogic.com.au/property/2-gibson-street-mitcham-vic-3132/11851110"
"3 ASHBURTON DRIVE ","MITCHAM","VIC","3132","House","4","2","1","702","149","1970","$0","02 Jul 2021","Nils And Wills","DRAKE & CO PTY LTD","Detached Dwelling (existing)","Neighbourhood Residential Zone - Schedule 1","29/LP90872","Owner Occupied","https://rpp.corelogic.com.au/property/3-ashburton-drive-mitcham-vic-3132/11846567"
"2/11 ORIENT AVENUE ","MITCHAM","VIC","3132","Unit: Townhouse/Villa","4","1","1","307","67","1980","$0","02 Jul 2021","Nils And Wills","NOEL JONES REAL ESTATE","Townhouse","Neighbourhood Residential Zone - Schedule 1","2/SP28412","Owner Occupied","https://rpp.corelogic.com.au/property/2-11-orient-avenue-mitcham-vic-3132/11855754"
"414B/1 COLOMBO STREET ","MITCHAM","VIC","3132","Flats: Self Contained","1","1","1","3,890","56","2012","$315,000","01 Jul 2021","-","Jellis Craig Whitehorse","OYO Subdivided Flat","Mixed Use Zone","404B/PS632398","Rented","https://rpp.corelogic.com.au/property/414b-1-colombo-street-mitcham-vic-3132/17411832"
"3/9-13 PERCY STREET ","MITCHAM","VIC","3132","Unit: Standard","2","1","1","160","78","1976","$660,000","01 Jul 2021","-","Philip Webb - Ringwood","Single Strata Unit/Villa Unit/Townhouse","General Residential Zone - Schedule 2","3/SP23968","Owner Occupied","https://rpp.corelogic.com.au/property/3-9-13-percy-street-mitcham-vic-3132/17671897"
"2 COPPIN CLOSE ","MITCHAM","VIC","3132","Unit: Townhouse/Villa","4","2","2","323","-","-","$1,265,000","30 Jun 2021","-","First National Real Estate Janssen & Co","Detached Dwelling","-","1/PS835829","Rented","https://rpp.corelogic.com.au/property/2-coppin-close-mitcham-vic-3132/51366276"
"4/6 COPPIN CLOSE ","MITCHAM","VIC","3132","Unit: Standard","4","3","-","298","-","-","$1,128,000","30 Jun 2021","-","-","Strata Unit or Flat  (Unspecified)","General Residential Zone - Schedule 2","4/PS828906","Owner Occupied","https://rpp.corelogic.com.au/property/4-6-coppin-close-mitcham-vic-3132/46083914"
"18 THOMAS STREET ","MITCHAM","VIC","3132","House: One Storey / Lowset","4","2","2","495","-","-","$0","30 Jun 2021","-","Ray White Burwood","Detached Dwelling","Neighbourhood Residential Zone - Schedule 4","1/PS549804","Owner Occupied","https://rpp.corelogic.com.au/property/18-thomas-street-mitcham-vic-3132/11859053"
"3/22 WARNES ROAD ","MITCHAM","VIC","3132","Unit: Townhouse/Villa","3","2","2","271","141.8","2012","$1,022,000","30 Jun 2021","-","Ray White Croydon Victoria","Single Strata Unit/Villa Unit/Townhouse","Neighbourhood Residential Zone - Schedule 3","3/PS644324","Owner Occupied","https://rpp.corelogic.com.au/property/3-22-warnes-road-mitcham-vic-3132/15949054"
"18 CHASTA CRESCENT ","MITCHAM","VIC","3132","House","3","1","-","719","139","1960","$1,120,000","29 Jun 2021","-","-","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","28/LP42200","Owner Occupied","https://rpp.corelogic.com.au/property/18-chasta-crescent-mitcham-vic-3132/11848085"
"1/28 WALWA STREET ","MITCHAM","VIC","3132","Unit: Townhouse/Villa","3","1","1","358","118","1975","$880,000","29 Jun 2021","-","Jellis Craig Whitehorse","OYO Unit","Neighbourhood Residential Zone - Schedule 3","1/PS710609","Owner Occupied","https://rpp.corelogic.com.au/property/1-28-walwa-street-mitcham-vic-3132/16611642"
"17/520 MITCHAM ROAD ","MITCHAM","VIC","3132","Unit: Townhouse/Villa","3","2","1","213","131","2018","$897,000","27 Jun 2021","-","Harcourts First","OYO Unit","Neighbourhood Residential Zone - Schedule 3","17/PS744064","Owner Occupied","https://rpp.corelogic.com.au/property/17-520-mitcham-road-mitcham-vic-3132/17871278"
"5 DEAKIN STREET ","MITCHAM","VIC","3132","House: One Storey / Lowset","3","1","1","446","106","1955","$1,095,000","26 Jun 2021","-","Barry Plant - Blackburn","Detached Dwelling","Neighbourhood Residential Zone - Schedule 4","25/LP2525","Owner Occupied","https://rpp.corelogic.com.au/property/5-deakin-street-mitcham-vic-3132/11849517"
"21 DUNLAVIN ROAD ","MITCHAM","VIC","3132","House","4","2","-","608","337","2023","$1,000,000","26 Jun 2021","-","-","Detached Dwelling","General Residential Zone - Schedule 1","45/LP52157","Owner Occupied","https://rpp.corelogic.com.au/property/21-dunlavin-road-mitcham-vic-3132/11850398"
"11 MOUNTFIELD ROAD ","MITCHAM","VIC","3132","House","3","1","1","600","122","1960","$1,110,000","26 Jun 2021","-","Jellis Craig Whitehorse","Detached Dwelling","Neighbourhood Residential Zone - Schedule 4","226/LP26189","Owner Occupied","https://rpp.corelogic.com.au/property/11-mountfield-road-mitcham-vic-3132/11855310"
"64 ORMOND AVENUE ","MITCHAM","VIC","3132","House: One Storey / Lowset","4","2","2","586","-","-","$1,140,000","26 Jun 2021","-","Jellis Craig Whitehorse","Detached Dwelling","General Residential Zone - Schedule 1","3/LP54320","Rented","https://rpp.corelogic.com.au/property/64-ormond-avenue-mitcham-vic-3132/11856118"
"431 WHITEHORSE ROAD ","MITCHAM","VIC","3132","Business: Health & Education","4","1","6","766","135","1940","$1,300,000","26 Jun 2021","-","LLC Real Estate","Health Clinic","Residential Growth Zone - Schedule 2","1/TP85611","-","https://rpp.corelogic.com.au/property/431-whitehorse-road-mitcham-vic-3132/11860430"
"63 ROOKS ROAD ","MITCHAM","VIC","3132","House: One Storey / Lowset","5","2","2","593","294","2017","$1,500,000","24 Jun 2021","-","Woodards Blackburn","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","19/LP28067","Owner Occupied","https://rpp.corelogic.com.au/property/63-rooks-road-mitcham-vic-3132/11857742"
"6 HIGHLAND AVENUE ","MITCHAM","VIC","3132","House: One Storey / Lowset","4","2","2","648","-","-","$1,280,000","23 Jun 2021","-","Hoskins Donvale","Detached Dwelling","Neighbourhood Residential Zone - Schedule 1","21/LP92676","Owner Occupied","https://rpp.corelogic.com.au/property/6-highland-avenue-mitcham-vic-3132/11852495"
"2/27 MCGHEE AVENUE ","MITCHAM","VIC","3132","Unit: Standard","3","-","-","203","-","-","$1,250,000","23 Jun 2021","-","-","Single Strata Unit/Villa Unit/Townhouse","-","2/PS842001","Rented","https://rpp.corelogic.com.au/property/2-27-mcghee-avenue-mitcham-vic-3132/49039816"
"7 WATTLE VALLEY ROAD ","MITCHAM","VIC","3132","House","2","1","1","604","107","1962","$1,040,000","23 Jun 2021","-","Woodards Blackburn","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","4/LP54888","Owner Occupied","https://rpp.corelogic.com.au/property/7-wattle-valley-road-mitcham-vic-3132/11860276"
"322B/1 COLOMBO STREET ","MITCHAM","VIC","3132","Unit: Standard","1","1","1","3,890","40","2012","$315,000","21 Jun 2021","-","Noel Jones Ringwood and Croydon","OYO Subdivided Flat","Mixed Use Zone","310B/PS632398","Rented","https://rpp.corelogic.com.au/property/322b-1-colombo-street-mitcham-vic-3132/16202205"
"3 MADISON BOULEVARD ","MITCHAM","VIC","3132","Unit: Townhouse/Villa","4","2","2","299","166.89","2002","$1,100,000","21 Jun 2021","-","Fletchers Blackburn","OYO Subdivided Dwelling","Neighbourhood Residential Zone - Schedule 3","93/PS449279","Owner Occupied","https://rpp.corelogic.com.au/property/3-madison-boulevard-mitcham-vic-3132/11853560"
"12 MCGLONE STREET ","MITCHAM","VIC","3132","Business: Wholesale Trade","1","-","-","261","-","-","$732,500","21 Jun 2021","-","-","General Purpose Factory","Industrial 1 Zone","3/PS306999","-","https://rpp.corelogic.com.au/property/12-mcglone-street-mitcham-vic-3132/16611626"
"31 CULWELL AVENUE ","MITCHAM","VIC","3132","House: One Storey / Lowset","3","1","1","697","190","1950","$1,565,000","20 Jun 2021","-","FLETCHERS BLACKBURN","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","18/LP11819","Owner Occupied","https://rpp.corelogic.com.au/property/31-culwell-avenue-mitcham-vic-3132/11849300"
"51 DENIS STREET ","MITCHAM","VIC","3132","House","6","4","2","587","370","2019","$1,712,000","19 Jun 2021","-","Harcourts Judd White","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","39/LP44495","Owner Occupied","https://rpp.corelogic.com.au/property/51-denis-street-mitcham-vic-3132/14583384"
"13 MCGHEE AVENUE ","MITCHAM","VIC","3132","House: One Storey / Lowset","4","2","2","1,040","187","1964","$1,565,000","19 Jun 2021","-","Jellis Craig Doncaster","Res Land (with buildings that add no value)","General Residential Zone - Schedule 2","22/LP8161","Rented","https://rpp.corelogic.com.au/property/13-mcghee-avenue-mitcham-vic-3132/11853896"
"1/12 HARRISON STREET ","MITCHAM","VIC","3132","Unit: Standard","2","1","1","186","96","1975","$0","18 Jun 2021","Nils And Wills","WOODARDS REAL ESTATE BLACKBURN","Strata Unit or Flat  (Unspecified)","Residential Growth Zone - Schedule 1","1/RP7578","Owner Occupied","https://rpp.corelogic.com.au/property/1-12-harrison-street-mitcham-vic-3132/11851917"
"18/613 WHITEHORSE ROAD ","MITCHAM","VIC","3132","Land: Industrial","-","-","-","51","-","-","$35,000","18 Jun 2021","-","-","Industrial Dev Site","Industrial 3 Zone","18/PS419742","-","https://rpp.corelogic.com.au/property/18-613-whitehorse-road-mitcham-vic-3132/17399054"
"19/613 WHITEHORSE ROAD ","MITCHAM","VIC","3132","Land: Industrial","-","-","-","51","-","-","$35,000","18 Jun 2021","-","-","Industrial Dev Site","Industrial 3 Zone","19/PS419742","-","https://rpp.corelogic.com.au/property/19-613-whitehorse-road-mitcham-vic-3132/17399055"
"13 FORSTER STREET ","MITCHAM","VIC","3132","House","2","1","1","383","75","1960","$862,800","17 Jun 2021","-","-","Detached Dwelling","General Residential Zone - Schedule 2","1/PS309216","Owner Occupied","https://rpp.corelogic.com.au/property/13-forster-street-mitcham-vic-3132/11850885"
"9 HIGHLAND AVENUE ","MITCHAM","VIC","3132","House: One Storey / Lowset","4","2","2","687","163","1980","$1,250,000","17 Jun 2021","-","Jellis Craig Whitehorse","Detached Dwelling","Neighbourhood Residential Zone - Schedule 1","7/LP92676","Owner Occupied","https://rpp.corelogic.com.au/property/9-highland-avenue-mitcham-vic-3132/11852501"
"3B MORESBY STREET ","MITCHAM","VIC","3132","Unit: Townhouse/Villa","3","2","-","393","144","-","$1,290,000","17 Jun 2021","-","Jellis Craig Whitehorse","Detached Dwelling","Neighbourhood Residential Zone - Schedule 4","2/PS804636","Owner Occupied","https://rpp.corelogic.com.au/property/3b-moresby-street-mitcham-vic-3132/18029237"
"2-4 PANEL STREET ","MITCHAM","VIC","3132","Unit: Townhouse/Villa","4","3","-","345","230","2023","$1,800,000","16 Jun 2021","-","-","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","LOT 5 LP41294 & LOT 1 TP183475","Owner Occupied","https://rpp.corelogic.com.au/property/2-4-panel-street-mitcham-vic-3132/11856363"
"36 VERNAL AVENUE ","MITCHAM","VIC","3132","House","3","-","-","666","140","-","$0","15 Jun 2021","Nils And Wills","-","-","Neighbourhood Residential Zone - Schedule 1","4/LP32348","Owner Occupied","https://rpp.corelogic.com.au/property/36-vernal-avenue-mitcham-vic-3132/11859705"
"10 SCOTT STREET ","MITCHAM","VIC","3132","House: Standard","4","2","1","568","137","1955","$1,228,000","12 Jun 2021","-","Barry Plant - Blackburn","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","1/LP54034","Owner Occupied","https://rpp.corelogic.com.au/property/10-scott-street-mitcham-vic-3132/11858348"
"25 DUNFIELD AVENUE ","MITCHAM","VIC","3132","House: One Storey / Lowset","3","1","1","568","117","1975","$950,000","11 Jun 2021","-","-","Detached Dwelling","General Residential Zone - Schedule 1","8/LP64367","Rented","https://rpp.corelogic.com.au/property/25-dunfield-avenue-mitcham-vic-3132/11850364"
"3 TARRANGOWER AVENUE ","MITCHAM","VIC","3132","House","2","1","2","964","135","1950","$1,160,000","09 Jun 2021","-","Aussie Home Real Estate","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","90/LP8022","Owner Occupied","https://rpp.corelogic.com.au/property/3-tarrangower-avenue-mitcham-vic-3132/11858964"
"23 HAINES STREET ","MITCHAM","VIC","3132","House: One Storey / Lowset","2","1","1","365","105","-","$950,000","08 Jun 2021","-","Jellis Craig Whitehorse","Detached Dwelling","Neighbourhood Residential Zone - Schedule 4","16/LP2180","Rented","https://rpp.corelogic.com.au/property/23-haines-street-mitcham-vic-3132/11851654"
"9 SHARROW ROAD ","MITCHAM","VIC","3132","House: One Storey / Lowset","3","2","-","735","138","1965","$1,156,000","07 Jun 2021","-","Noel Jones Mitcham","Detached Dwelling","Neighbourhood Residential Zone - Schedule 1","12/LP43366","Rented","https://rpp.corelogic.com.au/property/9-sharrow-road-mitcham-vic-3132/11858442"
"8/3 ORIENT AVENUE ","MITCHAM","VIC","3132","Unit: Townhouse/Villa","2","1","1","138","79","1970","$640,000","05 Jun 2021","-","MJ Docking & Associates - Vermont","Single Strata Unit/Villa Unit/Townhouse","Neighbourhood Residential Zone - Schedule 1","8/RP9375","Owner Occupied","https://rpp.corelogic.com.au/property/8-3-orient-avenue-mitcham-vic-3132/11855709"
"5A TENNYSON STREET ","MITCHAM","VIC","3132","Unit: Townhouse/Villa","4","3","2","428","206","2021","$1,262,500","05 Jun 2021","-","Jellis Craig Whitehorse","Detached Dwelling","-","2/PS835272","Owner Occupied","https://rpp.corelogic.com.au/property/5a-tennyson-street-mitcham-vic-3132/48941927"
"15 DAWE ROAD ","MITCHAM","VIC","3132","House: One Storey / Lowset","3","1","2","612","103","1960","$982,000","04 Jun 2021","-","Barry Plant Blackburn (Sales)","Detached Dwelling","Neighbourhood Residential Zone - Schedule 1","6/LP24220","Owner Occupied","https://rpp.corelogic.com.au/property/15-dawe-road-mitcham-vic-3132/11849476"
"592-594 WHITEHORSE ROAD ","MITCHAM","VIC","3132","Business: Transport & Storage","-","-","-","1,189","-","-","$3,695,000","04 Jun 2021","-","-","Warehouse/Showroom","Commercial 1 Zone","2/LP128171","-","https://rpp.corelogic.com.au/property/592-594-whitehorse-road-mitcham-vic-3132/11860782"
"7 MILNE STREET ","MITCHAM","VIC","3132","House: One Storey / Lowset","4","1","2","852","162","1950","$1,425,000","03 Jun 2021","-","Barry Plant Heathmont & Ringwood","Detached Dwelling","General Residential Zone - Schedule 1","6/LP33530","Rented","https://rpp.corelogic.com.au/property/7-milne-street-mitcham-vic-3132/11854091"
"45 BURNETT STREET ","MITCHAM","VIC","3132","House: Standard","4","3","2","597","281","1950","$1,190,000","02 Jun 2021","-","Barry Plant Blackburn (Sales)","Detached Dwelling","Neighbourhood Residential Zone - Schedule 1","3/LP58179","Owner Occupied","https://rpp.corelogic.com.au/property/45-burnett-street-mitcham-vic-3132/11847566"
"42B DONCASTER EAST ROAD ","MITCHAM","VIC","3132","Unit: Standard","3","2","2","290","161","2006","$1,070,000","02 Jun 2021","-","Barry Plant - Blackburn","OYO Subdivided Dwelling","General Residential Zone - Schedule 2","4/PS541674","Owner Occupied","https://rpp.corelogic.com.au/property/42b-doncaster-east-road-mitcham-vic-3132/11853730"
"2 PERCY STREET ","MITCHAM","VIC","3132","House","3","1","1","583","106","1960","$1,195,000","02 Jun 2021","-","-","Detached Dwelling","General Residential Zone - Schedule 2","LOT 3 LP15959 & LOT 5 TP842418","Owner Occupied","https://rpp.corelogic.com.au/property/2-percy-street-mitcham-vic-3132/11856553"
"16 RESERVE AVENUE ","MITCHAM","VIC","3132","House: One Storey / Lowset","3","1","2","738","108","-","$1,100,000","02 Jun 2021","-","Jellis Craig Whitehorse","Detached Dwelling","Neighbourhood Residential Zone - Schedule 3","34/LP41887","Owner Occupied","https://rpp.corelogic.com.au/property/16-reserve-avenue-mitcham-vic-3132/11857596"
"208/435-439 WHITEHORSE ROAD ","MITCHAM","VIC","3132","Unit: Standard","1","1","1","3,180","56","2010","$363,000","02 Jun 2021","-","WOODARDS MANNINGHAM","OYO Subdivided Flat","Residential Growth Zone - Schedule 2","108/PS629194","Rented","https://rpp.corelogic.com.au/property/208-435-439-whitehorse-road-mitcham-vic-3132/15889114"
"7 AMBOINA AVENUE ","MITCHAM","VIC","3132","House","2","1","1","724","113","1960","$1,180,000","29 May 2021","-","hockingstuart Ringwood","Detached Dwelling","General Residential Zone - Schedule 2","31/LP27432","Owner Occupied","https://rpp.corelogic.com.au/property/7-amboina-avenue-mitcham-vic-3132/11846509"
"8 GARDEN AVENUE ","MITCHAM","VIC","3132","House: One Storey / Lowset","4","2","2","629","124","1960","$2,008,000","29 May 2021","-","Jellis Craig Whitehorse","Detached Dwelling","General Residential Zone - Schedule 2","1/TP639342","Rented","https://rpp.corelogic.com.au/property/8-garden-avenue-mitcham-vic-3132/11851069"
"1/8 PERCY STREET ","MITCHAM","VIC","3132","Unit: Standard","4","1","1","354","156","1960","$999,000","28 May 2021","-","Barry Plant - Blackburn","Strata Unit or Flat  (Unspecified)","General Residential Zone - Schedule 2","1/PS748109","Owner Occupied","https://rpp.corelogic.com.au/property/1-8-percy-street-mitcham-vic-3132/44398377"
